"variable_id"	"Alignment.ID"	"rt"	"mz"	"Compound.name"	"Adduct"	"Post_curation_result"	"zero_freq"	"zero_freq.1"	"zero_freq.2"	"zero_freq.3"	"zero_freq.4"	"note"	"All_identifications"	"lipid_class"
"108"	"lipid_108"	1633	944.4	932.79968	"TAG O-18:1_20:4_20:4"	"[M+H]+"	"ion correlated with 1570"	0	0	0	0	0	"w/o MS2"	"TAG O-18:1_20:4_20:4"	"TAG"
"109"	"lipid_109"	1167	336.84	806.57294	"PC 38:6"	"[M+H]+"	"adduct linked to 1286_[M+Na]+; adduct linked to 1360_[M+K]+; found in higher mz's MsMs_1360; similar chromatogram in higher mz_1175; similar chromatogram in higher mz_1174; similar chromatogram in higher mz_1893"	0	0	0	0	0	"[MS2 confirm]"	"PC 38:6; PC 16:0-22:6"	"PC"
"110"	"lipid_110"	478	818.22	622.61505	"Cer-NS d18:1/22:0"	"[M+H]+"	"adduct linked to 448_[M+H-H2O]+; adduct linked to 587_[M+K]+; adduct linked to 1854_[2M+Na]+"	0	0	0	0	0	"[MS2 confirm]"	"Cer-NS d18:1/22:0"	"Cer"
"111"	"lipid_111"	1114	535.74	794.61176	"PC O-38:5"	"[M+H]+"	"similar chromatogram in higher mz_1118; similar chromatogram in higher mz_1306"	0	0	0	0	0	NA	"PC O-38:5"	"PC"
"112"	"lipid_112"	1717	925.08	969.73474	"RIKEN P-VS1 ID-17029 from Mouse_Brain_WT_N_F1DHA"	"[M+K]+"	"adduct linked to 1676_[M+NH4]+"	0	0	0	0	0	"w/o MS2"	"RIKEN P-VS1 ID-17029 from Mouse_Brain_WT_N_F1DHA"	"RIKEN"
"113"	"lipid_113"	1759	893.16	989.70117	"RIKEN P-VS1 ID-17389 from Mouse_Adipose_WT_N_F1EPA"	"[M+K]+"	"adduct linked to 1714_[M+NH4]+; found in higher mz's MsMs_1778"	0	0	0	0	0	"w/o MS2"	"RIKEN P-VS1 ID-17389 from Mouse_Adipose_WT_N_F1EPA"	"RIKEN"
"114"	"lipid_114"	1485	969.48	878.81958	"TAG 52:1"	"[M+NH4]+"	"ion correlated with 1562; adduct linked to 1551_[M+K]+; adduct linked to 1502_[M+Na]+"	0	0	0	0	0	"[MS2 confirm]"	"TAG 52:1; TAG 16:0-18:0-18:1 -A"	"TAG"
"115"	"lipid_115"	526	779.22	638.5741	"DAG 36:2"	"[M+NH4]+"	"adduct linked to 534_[M+Na]+"	0	0	0	0	0	"[MS2 confirm]"	"DAG 36:2; DAG 18:1-18:1"	"DAG"
"116"	"lipid_116"	1777	959.46	998.91064	"20230830-Pos-unknown-4"	"[M+H]+"	"ion correlated with 1813"	0	0	0	0	0	NA	"20230830-Pos-unknown-4"	NA
"117"	"lipid_117"	186	63.6	386.32617	"CAR 15:0"	"[M]+"	"ion correlated with 116; ion correlated with 227"	0	0	0	0	0	NA	"CAR 15:0"	"CAR"
"118"	"lipid_118"	1689	960.66	954.85126	"TAG 58:5"	"[M+NH4]+"	"ion correlated with 1623; adduct linked to 1733_[M+K]+; adduct linked to 1697_[M+H]+"	0	0	0	0	0	NA	"TAG 58:5|TAG 16:0_20:1_22:4"	"TAG"
"119"	"lipid_119"	1409	904.5	856.74091	"TAG 15:0/18:2/18:3"	"[M+H]+"	NA	0	0	0	0	0	"[MS2 confirm]"	"TAG 15:0/18:2/18:3"	"TAG"
"120"	"lipid_120"	1677	969.72	948.89441	"20230830-Pos-unknown-5"	"[M+H]+"	"adduct linked to 1757_[M+Na]+"	0	0	0	0	0	NA	"20230830-Pos-unknown-5"	NA
"121"	"lipid_121"	865	968.82	746.6817	"CE 24:4"	"[M+H]+"	NA	0	0	0	0	0	"w/o MS2"	"CE 24:4"	"CE"
"122"	"lipid_122"	1456	944.52	867.74438	"TAG 51:2"	"[M+Na]+"	"adduct linked to 1437_[M+NH4]+"	0	0	0	0	0	"[MS2 confirm]"	"TAG 51:2|TAG16:0_17:1_18:1"	"TAG"
"123"	"lipid_123"	1623	959.1	928.83545	"TAG 56:4"	"[M+NH4]+"	"ion correlated with 1689; adduct linked to 1637_[M+Na]+; adduct linked to 1679_[M+K]+"	0	0	0	0	0	"[MS2 confirm]"	"TAG 56:4|TAG 18:1_20:1_18:2"	"TAG"
"124"	"lipid_124"	1813	960.6	1024.92676	"TAG 16:3_21:1_26:1"	"[M+H]+"	"ion correlated with 1777"	0	0	0	0	0	"w/o MS2"	"TAG 16:3_21:1_26:1"	"TAG"
"125"	"lipid_125"	1575	950.64	908.80316	"TAG O-18:2_18:4_20:1"	"[M+H]+"	NA	0	0	0	0	0	"w/o MS2"	"TAG O-18:2_18:4_20:1"	"TAG"
"126"	"lipid_126"	928	467.58	760.58594	"PC 34:1"	"[M+H]+"	"adduct linked to 1135_[M+K]+"	0	0	0	0	0	"[MS2 confirm]"	"PC 34:1|PC 16:0_18:1"	"PC"
"127"	"lipid_127"	409	635.76	588.53424	"Cer 38:4"	"[M+H]+"	"found in higher mz's MsMs_1837; found in higher mz's MsMs_1139; found in higher mz's MsMs_564; found in higher mz's MsMs_447"	0	0	0	0	0	NA	"Cer 38:4;2O|Cer 18:1;2O/20:3"	"Cer"
"128"	"lipid_128"	334	61.86	544.34033	"LPC 18:1 -A"	"[M+H]+"	NA	0	0	0	0	0	"[MS2 confirm]"	"LPC 18:1 -A"	"LPC"
"129"	"lipid_129"	1590	949.5	914.81604	"TAG 55:4"	"[M+NH4]+"	NA	0	0	0	0	0	NA	"TAG 55:4|TAG 17:0_18:1_20:3"	"TAG"
"130"	"lipid_130"	1142	917.04	799.67975	"TAG 46:1"	"[M+Na]+"	"adduct linked to 1222_[M+K]+"	0	0	0	0	0	"[MS2 confirm]"	"TAG 46:1"	"TAG"
"131"	"lipid_131"	422	783.24	594.58447	"Cer-NS d18:1/20:0"	"[M+H]+"	"adduct linked to 387_[M+H-H2O]+; adduct linked to 1847_[2M+Na]+"	0	0	0	0	0	"[MS2 confirm]"	"Cer-NS d18:1/20:0"	"Cer"
"132"	"lipid_132"	459	802.56	608.59937	"Cer 39:1"	"[M+H]+"	"adduct linked to 415_[M+H-H2O]+"	0	0	0	0	0	NA	"Cer 39:1;2O|Cer 17:1;2O/22:0"	"Cer"
"133"	"lipid_133"	376	61.98	572.3371	"PE 8:0_16:4"	"[M+H]+"	NA	0	0	0	0	0	"w/o MS2"	"PE 8:0_16:4"	"PE"
"134"	"lipid_134"	1157	408.18	804.55072	"PC 36:4"	"[M+H]+"	NA	0	0	0	0	0	"[MS2 confirm]"	"PC 36:4; PC 16:0-20:4"	"PC"
"135"	"lipid_135"	1571	984.48	906.8526	"TAG 16:0_18:1_20:0"	"[M+H]+"	NA	0	0	0	0	0	"[MS2 confirm]"	"TAG 16:0_18:1_20:0"	"TAG"
"136"	"lipid_136"	100	98.52	312.36224	"RIKEN P-VS1 ID-1305 from Blank"	"[M+H]+"	NA	0	0	0	0	0	"w/o MS2"	"RIKEN P-VS1 ID-1305 from Blank"	"RIKEN"
"137"	"lipid_137"	1570	944.04	906.79169	"TAG O-14:0_20:2_22:6"	"[M+H]+"	"ion correlated with 1633"	0	0	0	0	0	"w/o MS2"	"TAG O-14:0_20:2_22:6"	"TAG"
"138"	"lipid_138"	1282	620.1	826.58459	"PE O-22:6_22:4"	"[M+H]+"	NA	0	0	0	0	0	"w/o MS2"	"PE O-22:6_22:4"	"PE"
"139"	"lipid_139"	1359	935.76	843.68658	"SM 43:2"	"[M+K]+"	"adduct linked to 1265_[M+NH4]+"	0	0	0	0	0	"w/o MS2"	"SM 43:2;3O"	"SM"
"140"	"lipid_140"	1709	901.56	965.70288	"RIKEN P-VS1 ID-16949 from Mouse_Kidney_WT_N_F1DHA"	"[M+K]+"	"ion correlated with 1763; adduct linked to 1664_[M+NH4]+"	0	0	0	0	0	"w/o MS2"	"RIKEN P-VS1 ID-16949 from Mouse_Kidney_WT_N_F1DHA"	"RIKEN"
"141"	"lipid_141"	1593	905.82	915.68774	"RIKEN P-VS1 ID-15680 from Mouse_Kidney_WT_N_F1EPA"	"[M+K]+"	"ion correlated with 1550; adduct linked to 1540_[M+NH4]+"	0	0	0	0	0	"w/o MS2"	"RIKEN P-VS1 ID-15680 from Mouse_Kidney_WT_N_F1EPA"	"RIKEN"
"142"	"lipid_142"	1521	945.24	888.80542	"TAG 53:3"	"[M+H]+"	"ion correlated with 1323; similar chromatogram in higher mz_1684; similar chromatogram in higher mz_1729"	0	0	0	0	0	"[MS2 confirm]"	"TAG 53:3; TAG 16:1-17:1-20:1"	"TAG"
"143"	"lipid_143"	978	664.68	768.55597	"PE 38:4"	"[M+H]+"	NA	0	0	0	0	0	"[MS2 confirm]"	"PE 38:4"	"PE"
"144"	"lipid_144"	1103	413.34	792.59528	"PC 38:6e"	"[M+H]+"	"similar chromatogram in higher mz_1106"	0	0	0	0	0	"[MS2 confirm]"	"PC 38:6e; PC 16:0e/22:6"	"PC"
"145"	"lipid_145"	1217	415.68	814.56824	"PC O-40:9"	"[M+H]+"	NA	0	0	0	0	0	NA	"PC O-40:9"	"PC"
"146"	"lipid_146"	1698	918.66	960.80121	"TAG 17:1_20:2_22:6"	"[M+H]+"	NA	0	0	0	0	0	"w/o MS2"	"TAG 17:1_20:2_22:6"	"TAG"
"147"	"lipid_147"	1693	974.94	956.86774	"TAG 58:4"	"[M+NH4]+"	"similar chromatogram in higher mz_1749; adduct linked to 1738_[M+K]+"	0	0	0	0	0	NA	"TAG 58:4|TAG 16:0_18:0_24:4"	"TAG"
"148"	"lipid_148"	794	353.76	729.59241	"SM 18:2"	"[M+H]+"	"similar chromatogram in higher mz_1923; found in higher mz's MsMs_1923; found in higher mz's MsMs_988; found in higher mz's MsMs_903; found in higher mz's MsMs_895"	0	0	0	0	0	"[MS2 confirm]"	"SM 18:2;2O/18:0"	"SM"
"149"	"lipid_149"	1268	485.16	824.5976	"DGCC 20:4_20:4"	"[M+K]+"	"adduct linked to 1177_[M+Na]+"	0	0	0	0	0	"w/o MS2"	"DGCC 20:4_20:4"	"DGCC"
"150"	"lipid_150"	1750	908.1	984.80267	"TAG 17:1_22:4_22:6"	"[M+CH3OH+H]+"	"adduct linked to 1761_[M+K]+"	0	0	0	0	0	"w/o MS2"	"TAG 17:1_22:4_22:6"	"TAG"
"151"	"lipid_151"	1569	897.9	906.75842	"TAG 55:8"	"[M+H]+"	NA	0	0	0	0	0	"[MS2 confirm]"	"TAG 55:8|TAG 15:0_18:2_22:6"	"TAG"
"152"	"lipid_152"	641	627.12	681.48529	"SM 31:2"	"[M+K]+"	"ion correlated with 603; adduct linked to 603_[M+Na]+"	0	0	0	0	0	"w/o MS2"	"SM 31:2;2O"	"SM"
"153"	"lipid_153"	1116	917.04	794.72498	"TAG 46:1"	"[M+H]+"	"adduct linked to 1222_[M+K]+"	0	0	0	0	0	"[MS2 confirm]"	"TAG 46:1; TAG 14:0-16:0-16:1"	"TAG"
"154"	"lipid_154"	1132	561.9	797.63025	"SM 40:4"	"[M+H]+"	"ion correlated with 1003; found in higher mz's MsMs_1442; adduct linked to 1238_[M+K]+; found in higher mz's MsMs_1305; found in higher mz's MsMs_1238"	0	0	0	0	0	NA	"SM 40:4;3O"	"SM"
"155"	"lipid_155"	960	372.72	766.56018	"PG 34:1"	"[M+NH4]+"	"adduct linked to 875_[M+H]+"	0	0	0	0	0	NA	"PG 34:1"	"PG"
"156"	"lipid_156"	203	73.32	400.34244	"CAR 16:0"	"[M]+"	NA	0	0	0	0	0	NA	"CAR 16:0"	"CAR"
"157"	"lipid_157"	519	800.28	634.61365	"Cer-NS d18:1/23:1"	"[M+H]+"	"ion correlated with 507; adduct linked to 471_[M+H-H2O]+"	0	0	0	0	0	"[MS2 confirm]"	"Cer-NS d18:1/23:1"	"Cer"
"158"	"lipid_158"	250	102.36	454.38937	"CAR 20:1"	"[M]+"	NA	0	0	0	0	0	NA	"CAR 20:1"	"CAR"
"159"	"lipid_159"	1192	612.42	810.60138	"PC 36:1"	"[M+H]+"	NA	0	0	0	0	0	"[MS2 confirm]"	"PC 36:1|PC 18:0_18:1 -A"	"PC"
"160"	"lipid_160"	1482	252.78	878.57172	"PC 44:12"	"[M+H]+"	NA	0	0	0	0	0	"[MS2 confirm]"	"PC 44:12"	"PC"
"161"	"lipid_161"	1806	915.12	1019.74683	"RIKEN P-VS1 ID-17787 from Mouse_Adipose_WT_N_F1EPA"	"[M+K]+"	"adduct linked to 1785_[M+Na]+"	0	0	0	0	0	"w/o MS2"	"RIKEN P-VS1 ID-17787 from Mouse_Adipose_WT_N_F1EPA"	"RIKEN"
"162"	"lipid_162"	1828	893.4	1046.81799	"TAG 8:0_26:6_32:9"	"[M+H]+"	"ion correlated with 480"	0	0	0	0	0	"w/o MS2"	"TAG 8:0_26:6_32:9"	"TAG"
"163"	"lipid_163"	281	60.66	488.35791	"LDGCC 16:1"	"[M+NH4]+"	"ion correlated with 323; adduct linked to 263_[M+H]+"	0	0	0	0	0	"w/o MS2"	"LDGCC 16:1"	"LDGCC"
"164"	"lipid_164"	496	359.52	627.53625	"RIKEN P-VS1 ID-6350 from Mouse_Macrophage_WT_N_F1AA"	"[M+H]+"	"found in higher mz's MsMs_815; found in higher mz's MsMs_696; found in higher mz's MsMs_1517; found in higher mz's MsMs_1577; similar chromatogram in higher mz_500; found in higher mz's MsMs_500; similar chromatogram in higher mz_499; found in higher mz's MsMs_499"	0	0	0	0	0	NA	"RIKEN P-VS1 ID-6350 from Mouse_Macrophage_WT_N_F1AA"	"RIKEN"
"165"	"lipid_165"	946	337.74	764.55963	"PC O-36:6"	"[M+H]+"	"similar chromatogram in higher mz_1921; similar chromatogram in higher mz_1950; similar chromatogram in higher mz_1067"	0	0	0	0	0	NA	"PC O-36:6"	"PC"
"166"	"lipid_166"	507	802.08	630.57971	"Cer 41:4"	"[M+H]+"	"found in higher mz's MsMs_922; found in higher mz's MsMs_728; found in higher mz's MsMs_683; found in higher mz's MsMs_671; found in higher mz's MsMs_621"	0	0	0	0	0	NA	"Cer 41:4;2O|Cer 17:1;2O/24:3"	"Cer"
"167"	"lipid_167"	1092	476.34	790.56055	"PG 36:3"	"[M+H]+"	NA	0	0	0	0	0	"[MS2 confirm]"	"PG 36:3; PG 19:1-17:2"	"PG"
"168"	"lipid_168"	1560	358.32	904.5918	"PI 38:4"	"[M+H]+"	"adduct linked to 1517_[M+H]+; adduct linked to 1577_[M+Na]+"	0	0	0	0	0	"[MS2 confirm]"	"PI 38:4"	"PI"
"169"	"lipid_169"	1555	916.2	902.73895	"DGCC 17:2_28:2"	"[M+H]+"	"found in higher mz's MsMs_1776; adduct linked to 1639_[M+CH3OH+H]+; found in higher mz's MsMs_1639; found in higher mz's MsMs_1785; found in higher mz's MsMs_1712; found in higher mz's MsMs_1597"	0	0	0	0	0	"w/o MS2"	"DGCC 17:2_28:2"	"DGCC"
"170"	"lipid_170"	1747	903.18	982.78656	"TAG 17:1_22:5_22:6"	"[M+H]+"	NA	0	0	0	0	0	"w/o MS2"	"TAG 17:1_22:5_22:6"	"TAG"
"171"	"lipid_171"	803	180.72	732.49774	"PC O-34:8"	"[M+H]+"	NA	0	0	0	0	0	"w/o MS2"	"PC O-34:8"	"PC"
"172"	"lipid_172"	551	848.22	650.64569	"Cer-NS d18:1/24:0"	"[M+H]+"	"ion correlated with 619; adduct linked to 511_[M+H]+; adduct linked to 664_[M+K]+; adduct linked to 1860_[2M+Na]+"	0	0	0	0	0	"[MS2 confirm]"	"Cer-NS d18:1/24:0"	"Cer"
"173"	"lipid_173"	1437	944.58	862.78717	"TAG 51:2"	"[M+NH4]+"	"adduct linked to 1456_[M+Na]+"	0	0	0	0	0	"[MS2 confirm]"	"TAG 51:2; TAG 16:0-17:1-18:1"	"TAG"
"174"	"lipid_174"	1224	807.78	815.70227	"SM 42:1"	"[M+H]+"	"similar chromatogram in higher mz_1464; similar chromatogram in higher mz_1363"	0	0	0	0	0	"[MS2 confirm]"	"SM 42:1;2O|SM 18:1;2O/24:0 -B"	"SM"
"175"	"lipid_175"	371	635.58	566.55164	"Ceramide(d18:1/18:0) [standard confirm]"	"[M+H]+"	"adduct linked to 447_[M+K]+; similar chromatogram in higher mz_409; adduct linked to 340_[M+H-H2O]+; adduct linked to 1837_[2M+Na]+"	0	0	0	0	0	NA	"Ceramide(d18:1/18:0) [standard confirm]"	"Ceramide"
"176"	"lipid_176"	1216	299.94	814.56427	"PG 38:5"	"[M+NH4]+"	NA	0	0	0	0	0	NA	"PG 38:5"	"PG"
"177"	"lipid_177"	1497	225.18	882.52972	"PS 22:5_22:6"	"[M+H]+"	NA	0	0	0	0	0	"w/o MS2"	"PS 22:5_22:6"	"PS"
"178"	"lipid_178"	1484	926.94	878.74902	"DGCC 15:0_28:2"	"[M+H]+"	"similar chromatogram in higher mz_1734"	0	0	0	0	0	"w/o MS2"	"DGCC 15:0_28:2"	"DGCC"
"179"	"lipid_179"	1572	285.18	907.53308	"RIKEN P-VS1 ID-15436 from Mouse_Feces_WT_ABX_Ctr"	"[M+Na]+"	"ion correlated with 1393; adduct linked to 1554_[M+NH4]+"	0	0	0	0	0	"w/o MS2"	"RIKEN P-VS1 ID-15436 from Mouse_Feces_WT_ABX_Ctr"	"RIKEN"
"180"	"lipid_180"	1526	898.86	889.67609	"RIKEN P-VS1 ID-14820 from Mouse_SmallIntestine_WT_N_F1AA"	"[M+K]+"	"adduct linked to 1472_[M+Na]+"	0	0	0	0	0	"w/o MS2"	"RIKEN P-VS1 ID-14820 from Mouse_SmallIntestine_WT_N_F1AA"	"RIKEN"
"181"	"lipid_181"	1763	901.14	991.71741	"RIKEN P-VS1 ID-17433 from Mouse_Lung_WT_N_F1"	"[M+K]+"	"ion correlated with 1709; adduct linked to 1732_[M+Na]+"	0	0	0	0	0	"w/o MS2"	"RIKEN P-VS1 ID-17433 from Mouse_Lung_WT_N_F1"	"RIKEN"
"182"	"lipid_182"	566	816.78	654.61627	"RIKEN P-VS1 ID-6912 from Mouse_SmallIntestine_WT_N_F1"	"[M+H]+"	NA	0	0	0	0	0	"w/o MS2"	"RIKEN P-VS1 ID-6912 from Mouse_SmallIntestine_WT_N_F1"	"RIKEN"
"183"	"lipid_183"	297	87.48	506.36139	"LPC O-18:2"	"[M+H]+"	"similar chromatogram in higher mz_303"	0	0	0	0	0	"[MS2 confirm]"	"LPC O-18:2"	"LPC"
"184"	"lipid_184"	1565	942.12	905.76837	"TAG 54:4"	"[M+Na]+"	"adduct linked to 1553_[M+NH4]+; found in higher mz's MsMs_1721; found in higher mz's MsMs_1719; found in higher mz's MsMs_1691; found in higher mz's MsMs_1682; found in higher mz's MsMs_1606; adduct linked to 1625_[M+ACN+H]+; found in higher mz's MsMs_1625"	0	0	0	0	0	NA	"TAG 54:4|TAG 16:0_16:0_22:4"	"TAG"
"185"	"lipid_185"	687	334.56	696.49731	"PE O-18:5_16:0"	"[M+H]+"	NA	0	0	0	0	0	"w/o MS2"	"PE O-18:5_16:0"	"PE"
"186"	"lipid_186"	1105	899.46	792.71057	"TAG 46:2"	"[M+H]+"	"adduct linked to 1133_[M+Na]+; similar chromatogram in higher mz_1878"	0	0	0	0	0	"[MS2 confirm]"	"TAG 46:2; TAG 14:0-16:1-16:1 or TAG 12:0-16:0-18:2"	"TAG"
"187"	"lipid_187"	1403	892.26	854.72552	"TAG 51:6"	"[M+NH4]+"	"similar chromatogram in higher mz_1626; similar chromatogram in higher mz_1960"	0	0	0	0	0	NA	"TAG 51:6|TAG 17:2_17:2_17:2"	"TAG"
"188"	"lipid_188"	1713	910.02	967.71765	"RIKEN P-VS1 ID-16991 from Mouse_Adipose_WT_N_F1"	"[M+K]+"	"ion correlated with 1683; adduct linked to 1670_[M+NH4]+"	0	0	0	0	0	"w/o MS2"	"RIKEN P-VS1 ID-16991 from Mouse_Adipose_WT_N_F1"	"RIKEN"
"189"	"lipid_189"	1554	285.24	902.57703	"PI 38:5"	"[M+NH4]+"	"ion correlated with 487; adduct linked to 1508_[M+H]+; adduct linked to 1572_[M+Na]+"	0	0	0	0	0	"[MS2 confirm]"	"PI 38:5"	"PI"
"190"	"lipid_190"	1702	931.26	962.81671	"TAG 19:2_20:2_20:4"	"[M+H]+"	"ion correlated with 427; adduct linked to 1769_[M+CH3OH+H]+"	0	0	0	0	0	"w/o MS2"	"TAG 19:2_20:2_20:4"	"TAG"
"191"	"lipid_191"	1810	904.5	1022.81915	"TAG 20:4_22:3_22:6"	"[M+H]+"	NA	0	0	0	0	0	"w/o MS2"	"TAG 20:4_22:3_22:6"	"TAG"
"192"	"lipid_192"	1356	895.38	842.72736	"TAG 50:5"	"[M+NH4]+"	"adduct linked to 1373_[M+Na]+; similar chromatogram in higher mz_1492"	0	0	0	0	0	"[MS2 confirm]"	"TAG 50:5|TAG 14:0_18:2_18:3"	"TAG"
"193"	"lipid_193"	693	269.76	701.5614	"SM d34:2"	"[M+H]+"	"similar chromatogram in higher mz_1401"	0	0	0	0	0	"[MS2 confirm]"	"SM d34:2; SM d18:2/16:0"	"SM"
"194"	"lipid_194"	1779	932.82	1000.83398	"TAG 20:1_20:3_22:6"	"[M+H]+"	NA	0	0	0	0	0	"w/o MS2"	"TAG 20:1_20:3_22:6"	"TAG"
"195"	"lipid_195"	1451	886.62	866.72803	"TAG 16:0/20:3/16:4"	"[M+NH4]+"	"adduct linked to 1518_[M+K]+; similar chromatogram in higher mz_1466"	0	0	0	0	0	"[MS2 confirm]"	"TAG 16:0/20:3/16:4"	"TAG"
"196"	"lipid_196"	1652	894.84	939.685	"RIKEN P-VS1 ID-16343 from Mouse_Liver_WT_N_F1DHA"	"[M+K]+"	"adduct linked to 1598_[M+NH4]+"	0	0	0	0	0	"w/o MS2"	"RIKEN P-VS1 ID-16343 from Mouse_Liver_WT_N_F1DHA"	"RIKEN"
"197"	"lipid_197"	1223	784.62	815.70166	"SM d42:1"	"[M+H]+"	"adduct linked to 1327_[M+Na]+"	0	0	0	0	0	"[MS2 confirm]"	"SM d42:1; SM d18:0/24:1"	"SM"
"198"	"lipid_198"	1766	923.82	992.8645	"TAG 18:4_19:1_24:2"	"[M+H]+"	NA	0	0	0	0	0	"w/o MS2"	"TAG 18:4_19:1_24:2"	"TAG"
"199"	"lipid_199"	1635	983.52	932.86804	"TAG 56:2"	"[M+NH4]+"	"adduct linked to 1591_[M+H-H2O]+; adduct linked to 1686_[M+K]+"	0	0	0	0	0	NA	"TAG 56:2|TAG 18:0_18:1_20:1"	"TAG"
"200"	"lipid_200"	1599	936.78	918.84399	"TAG 14:1_19:0_22:1"	"[M+H]+"	NA	0	0	0	0	0	"w/o MS2"	"TAG 14:1_19:0_22:1"	"TAG"
"201"	"lipid_201"	1836	254.7	1153.72314	"RIKEN P-VS1 ID-18560 from Cell_C2C12_WT_N_24h10AA"	"[M+H]+"	NA	0	0	0	0	0	NA	"RIKEN P-VS1 ID-18560 from Cell_C2C12_WT_N_24h10AA"	"RIKEN"
"202"	"lipid_202"	677	326.34	691.57007	"SM 33:0"	"[M+H]+"	"similar chromatogram in higher mz_1225"	0	0	0	0	0	NA	"SM 33:0;2O"	"SM"
"203"	"lipid_203"	1458	903.06	868.74255	"TAG 16:1/18:2/18:3"	"[M+H]+"	"adduct linked to 1472_[M+Na]+"	0	0	0	0	0	"[MS2 confirm]"	"TAG 16:1/18:2/18:3"	"TAG"
"204"	"lipid_204"	1279	918.78	825.69781	"TAG 48:2"	"[M+Na]+"	"ion correlated with 1391; adduct linked to 1254_[M+NH4]+; found in higher mz's MsMs_1865; found in higher mz's MsMs_1869; found in higher mz's MsMs_1698; found in higher mz's MsMs_1349; found in higher mz's MsMs_1531"	0	0	0	0	0	"[MS2 confirm]"	"TAG 48:2|TAG 16:0_16:1_16:1"	"TAG"
"205"	"lipid_205"	1641	948	934.82166	"DG 14:0_44:8"	"[M+H]+"	NA	0	0	0	0	0	"w/o MS2"	"DG 14:0_44:8"	"DG"
"206"	"lipid_206"	1585	966.42	911.82458	"TAG 54:1"	"[M+H]+"	"similar chromatogram in higher mz_1661"	0	0	0	0	0	"[MS2 confirm]"	"TAG 54:1"	"TAG"
"207"	"lipid_207"	1042	443.64	780.59344	"PC O-37:5"	"[M+H]+"	NA	0	0	0	0	0	NA	"PC O-37:5"	"PC"
"208"	"lipid_208"	1537	889.26	892.74298	"TAG 18:2/18:3/18:3 +[M+NH4]+"	"[M+NH4]+"	"adduct linked to 1588_[M+K]+; adduct linked to 1544_[M+Na]+"	0	0	0	0	0	"[MS2 confirm]"	"TAG 18:2/18:3/18:3 +[M+NH4]+"	"TAG"
"209"	"lipid_209"	275	109.2	482.32446	"LPE 18:0"	"[M+H]+"	NA	0	0	0	0	0	"[MS2 confirm]"	"LPE 18:0"	"LPE"
"210"	"lipid_210"	901	367.86	754.53833	"PC 34:4"	"[M+H]+"	"adduct linked to 771_[M+H]+; adduct linked to 1945_[2M+NH4]+; adduct linked to 987_[M+K]+"	0	0	0	0	0	NA	"PC 34:4|PC 16:0_18:4"	"PC"
"211"	"lipid_211"	1418	921.12	858.75665	"TAG 15:0/18:2/18:2"	"[M+H]+"	NA	0	0	0	0	0	"[MS2 confirm]"	"TAG 15:0/18:2/18:2"	"TAG"
"212"	"lipid_212"	619	848.22	672.62823	"Cer 44:4"	"[M+H]+"	"ion correlated with 551; found in higher mz's MsMs_889; found in higher mz's MsMs_830; found in higher mz's MsMs_1860; found in higher mz's MsMs_664; found in higher mz's MsMs_652; found in higher mz's MsMs_711"	0	0	0	0	0	NA	"Cer 44:4;2O|Cer 18:1;2O/26:3"	"Cer"
"213"	"lipid_213"	1087	786.48	789.68579	"SM d40:0"	"[M+H]+"	NA	0	0	0	0	0	"[MS2 confirm]"	"SM d40:0"	"SM"
"214"	"lipid_214"	1254	918.78	820.74323	"TAG 48:2"	"[M+NH4]+"	"ion correlated with 1372; adduct linked to 1349_[M+K]+; similar chromatogram in higher mz_1865; similar chromatogram in higher mz_1531; adduct linked to 1279_[M+Na]+; similar chromatogram in higher mz_1869"	0	0	0	0	0	"[MS2 confirm]"	"TAG 48:2; TAG 14:0-16:1-18:1"	"TAG"
"215"	"lipid_215"	1551	969.36	899.75092	"RIKEN P-VS1 ID-15168 from Mouse_Kidney_WT_N_F1AA"	"[M+K]+"	"adduct linked to 1485_[M+NH4]+"	0	0	0	0	0	"w/o MS2"	"RIKEN P-VS1 ID-15168 from Mouse_Kidney_WT_N_F1AA"	"RIKEN"
"216"	"lipid_216"	231	76.8	426.35889	"CAR 18:1"	"[M+H]+"	"similar chromatogram in higher mz_431; found in higher mz's MsMs_431; found in higher mz's MsMs_320; found in higher mz's MsMs_314; found in higher mz's MsMs_299; found in higher mz's MsMs_279"	0	0	0	0	0	"[MS2 confirm]"	"CAR 18:1"	"CAR"
"217"	"lipid_217"	546	267.3	649.51947	"SM 30:0"	"[M+H]+"	"ion correlated with 1617; similar chromatogram in higher mz_1617; found in higher mz's MsMs_1617"	0	0	0	0	0	NA	"SM 30:0;2O"	"SM"
"218"	"lipid_218"	544	816.9	648.63019	"Cer 42:2"	"[M+H]+"	"adduct linked to 508_[M+H-H2O]+; adduct linked to 1858_[2M+Na]+; adduct linked to 658_[M+K]+"	0	0	0	0	0	"[MS2 confirm]"	"Cer 42:2;2O|Cer 18:1;2O/24:1"	"Cer"
"219"	"lipid_219"	1580	923.28	910.78882	"TAG 15:1_18:1_22:4"	"[M+H]+"	NA	0	0	0	0	0	"w/o MS2"	"TAG 15:1_18:1_22:4"	"TAG"
